,name,year,selling_price,km_driven,fuel,owner,seats,max_power (in bph),Mileage(KMPL),Engine (CC)
1058,Renault,2013,315000,85000,Diesel,First Owner,5,63.12,23.08,1461
1059,Hyundai,2011,360000,80000,Diesel,Second Owner,5,126.32,22.32,1582
1060,Maruti,2014,300000,31000,Petrol,First Owner,5,67.04,20.51,998
1061,Maruti,2016,350000,20000,Petrol,First Owner,5,67.04,20.51,998
1062,Ford,2017,700000,60000,Diesel,First Owner,5,98.59,22.77,1498
1063,Maruti,2013,415000,102996,Diesel,Second Owner,5,74.0,23.4,1248
1064,Hyundai,2015,550000,60000,Diesel,First Owner,5,88.73,22.54,1396
1065,Ford,2013,480000,87452,Diesel,Second Owner,5,98.59,22.77,1498
1066,Ford,2018,750000,17000,Diesel,First Owner,5,98.96,23.0,1498
1067,Maruti,2019,650000,10000,Petrol,First Owner,5,81.8,21.21,1197
1068,Maruti,2016,300000,5000,Petrol,First Owner,5,47.3,22.74,796
1069,Maruti,2009,150000,40000,Petrol,First Owner,5,46.3,19.7,796
1070,Hyundai,2016,310000,25000,Petrol,First Owner,5,55.2,21.1,814
1071,Maruti,2009,195000,40000,Petrol,First Owner,5,46.3,19.7,796
1072,Hyundai,2015,615000,72000,Diesel,First Owner,5,88.73,22.54,1396
1073,Hyundai,2013,350000,70000,Diesel,Second Owner,5,88.76,21.9,1396
1074,Hyundai,2017,650000,32331,Diesel,Second Owner,5,88.73,22.54,1396
1075,Hyundai,2016,1100000,70000,Diesel,First Owner,5,126.2,19.67,1582
1076,Hyundai,2010,285000,80000,Diesel,Second Owner,5,90.0,23.0,1396
1077,Hyundai,2016,900000,98000,Diesel,First Owner,5,126.2,19.67,1582
1078,Hyundai,2011,340000,80000,Diesel,Second Owner,5,90.0,21.9,1396
1079,Hyundai,2012,222000,120000,LPG,First Owner,5,55.2,21.1,814
1080,Maruti,2014,320000,70000,Petrol,First Owner,5,67.04,20.51,998
1081,Renault,2012,500000,120000,Diesel,Second Owner,5,78.0,21.8,1461
1082,Renault,2017,500000,80000,Diesel,Second Owner,5,63.1,23.08,1461
1083,Tata,2012,200000,230000,Diesel,First Owner,5,70.0,23.57,1396
1084,Ford,2019,900000,35000,Diesel,First Owner,5,98.96,23.0,1498
1085,Hyundai,2011,165000,97000,Petrol,Third Owner,5,68.05,19.81,1086
1086,Hyundai,2011,160000,60000,Petrol,First Owner,5,68.05,19.81,1086
1087,Maruti,2014,430000,90000,Diesel,First Owner,5,74.0,22.9,1248
1088,Volkswagen,2018,600000,40000,Diesel,First Owner,5,108.62,21.66,1498
1089,Hyundai,2017,1200000,25000,Diesel,First Owner,5,126.2,19.67,1582
1090,Maruti,2013,530000,40000,Diesel,First Owner,5,74.0,23.4,1248
1091,Maruti,2018,509999,8000,Petrol,Second Owner,5,67.0,20.51,998
1092,Toyota,2015,387000,170000,Diesel,First Owner,5,67.04,23.59,1364
1093,Maruti,2014,235000,25000,Petrol,First Owner,5,47.3,22.74,796
1094,Maruti,2007,100000,90000,Petrol,Second Owner,5,46.3,19.7,796
1095,Volkswagen,2014,565000,111000,Diesel,First Owner,5,103.2,20.34,1498
1096,Maruti,2017,625000,15000,Petrol,First Owner,5,83.1,21.4,1197
1097,Maruti,2016,280000,30000,Petrol,Second Owner,5,47.3,22.74,796
1098,Hyundai,2015,1300000,40000,Diesel,First Owner,5,126.2,19.67,1582
1099,Maruti,2017,700000,15000,Petrol,First Owner,5,81.8,21.21,1197
1100,Ford,2015,600000,135000,Diesel,First Owner,5,98.59,22.77,1498
1101,Maruti,2012,229999,120000,Diesel,First Owner,5,73.94,23.2,1248
1102,Tata,2007,100000,90000,Diesel,Third Owner,5,70.0,23.57,1396
1103,Hyundai,2018,850000,50000,Diesel,First Owner,5,88.73,22.54,1396
1104,Maruti,2014,250000,40000,Petrol,Second Owner,5,47.3,22.74,796
1105,Tata,2012,125000,120000,Diesel,First Owner,5,74.0,22.3,1248
1106,Hyundai,2019,458000,30000,Petrol,First Owner,5,68.0,20.3,1086
1107,Ford,2018,950000,20000,Diesel,First Owner,5,98.96,23.0,1498
1108,Maruti,2017,650000,21000,Petrol,First Owner,5,81.8,22.0,1197
1109,Maruti,2013,400000,70000,Diesel,First Owner,5,74.0,22.9,1248
1110,Maruti,2006,100000,42500,Petrol,First Owner,5,46.3,19.7,796
1111,Hyundai,2012,350000,25000,Petrol,First Owner,5,78.9,20.36,1197
1112,Volkswagen,2010,250000,80000,Diesel,Fourth & Above Owner,5,73.9,22.07,1199
1113,Renault,2016,300000,34000,Petrol,First Owner,5,67.0,23.01,999
1114,Renault,2017,819999,50000,Diesel,First Owner,5,83.8,19.87,1461
1115,Tata,2010,409999,100000,Diesel,Second Owner,5,70.0,19.61,1405
1116,Maruti,2013,497000,110000,Diesel,First Owner,7,88.76,20.77,1248
1117,Ford,2019,975000,30000,Diesel,First Owner,5,98.96,23.0,1498
1118,Ford,2018,620000,15000,Petrol,First Owner,5,94.93,20.4,1194
1119,Ford,2018,950000,40000,Diesel,First Owner,5,98.96,23.0,1498
1120,Maruti,2014,545000,110000,Diesel,First Owner,7,88.76,20.77,1248
1121,Maruti,2011,400000,72000,Diesel,First Owner,5,74.0,22.9,1248
1122,Maruti,2017,484999,30000,Petrol,First Owner,5,81.8,20.89,1197
1123,Maruti,2016,574000,35000,Petrol,Second Owner,5,83.14,20.85,1197
1124,Tata,2013,200000,167000,Diesel,First Owner,5,88.8,22.3,1248
1125,Hyundai,2016,1100000,94000,Diesel,First Owner,5,126.2,19.67,1582
1126,Maruti,2019,500000,10000,Petrol,First Owner,5,83.1,21.4,1197
1127,Tata,2019,600000,5200,Petrol,First Owner,5,83.81,20.3,1199
1128,Maruti,2013,409999,90000,Diesel,Second Owner,5,74.0,22.9,1248
1129,Renault,2018,950000,26000,Diesel,First Owner,5,108.45,19.6,1461
1130,Hyundai,2012,267000,40000,Petrol,First Owner,5,78.9,20.36,1197
1131,Hyundai,2008,120000,93331,Petrol,Second Owner,5,68.05,19.81,1086
1132,Maruti,2019,750000,6500,Petrol,First Owner,5,81.8,21.21,1197
1133,Toyota,2015,570000,120000,Diesel,Second Owner,5,67.05,23.59,1364
1134,Hyundai,2012,180000,120000,Petrol,Second Owner,5,55.2,21.1,814
1135,Ford,2015,685000,109000,Diesel,First Owner,5,89.84,22.7,1498
1136,Hyundai,2013,425000,101000,Diesel,First Owner,5,88.76,21.9,1396
1137,Volkswagen,2019,1350000,5400,Diesel,Test Drive Car,5,108.6,22.27,1498
1138,Renault,2018,500000,31000,Petrol,First Owner,5,67.0,23.01,999
1139,Maruti,2016,434999,55000,Petrol,First Owner,5,81.8,20.52,1197
1140,Tata,2018,250000,55000,Petrol,First Owner,4,37.48,21.9,624
1141,Hyundai,2014,700000,117000,Diesel,First Owner,5,126.32,22.32,1582
1142,Maruti,2015,425000,75000,Petrol,First Owner,5,81.8,20.52,1197
1143,Tata,2019,1140000,10000,Diesel,First Owner,5,108.5,21.5,1497
1144,Maruti,2010,215000,64000,Petrol,First Owner,5,46.3,19.7,796
1145,Maruti,2011,215000,50000,Petrol,Second Owner,5,46.3,19.7,796
1146,Maruti,2017,395000,25000,Petrol,First Owner,5,67.0,21.63,998
1147,Maruti,2014,300000,10000,Petrol,First Owner,5,67.04,20.51,998
1148,Chevrolet,2013,355000,68000,Diesel,First Owner,5,76.9,22.1,1248
1149,Maruti,2015,180000,35000,Petrol,Second Owner,5,47.3,22.74,796
1150,Maruti,2013,409999,90000,Diesel,First Owner,5,74.0,22.9,1248
1151,Maruti,2013,550000,56000,Diesel,First Owner,5,74.0,23.4,1248
1152,Maruti,2009,155000,54000,Petrol,First Owner,5,46.3,19.7,796
1153,Hyundai,2018,565000,10000,Petrol,First Owner,5,68.0,20.3,1086
1154,Ford,2018,900000,40000,Diesel,First Owner,5,98.96,23.0,1498
1155,Hyundai,2015,575000,60000,Diesel,First Owner,5,88.73,22.54,1396
1156,Ford,2017,750000,37000,Diesel,First Owner,5,98.96,23.0,1498
1157,Maruti,2018,625000,22000,Petrol,First Owner,5,83.1,21.4,1197
1158,Hyundai,2018,799000,60000,Diesel,Second Owner,5,88.73,22.54,1396
1159,Maruti,2013,300000,57000,Petrol,Second Owner,5,67.04,20.51,998
1160,Maruti,2017,850000,27000,Petrol,First Owner,5,91.1,20.73,1373
1161,Maruti,2011,229999,40000,Petrol,Second Owner,5,67.1,20.92,998
1162,Maruti,2015,400000,60000,Petrol,First Owner,5,67.04,23.1,998
1163,Hyundai,2015,250999,43000,Petrol,Second Owner,5,55.2,21.1,814
1164,Maruti,2016,450000,64000,Petrol,First Owner,5,81.8,20.4,1197
1165,Renault,2017,575000,96000,Diesel,First Owner,5,83.8,19.87,1461
1166,Renault,2013,400000,96000,Diesel,First Owner,5,83.8,20.46,1461
1167,Maruti,2019,480000,7600,Petrol,First Owner,5,67.0,21.63,998
1168,Maruti,2019,490000,7000,Petrol,First Owner,5,67.0,21.63,998
1169,Tata,2017,600000,50000,Diesel,First Owner,5,74.0,22.95,1248
1170,Tata,2015,425000,80000,Diesel,First Owner,5,88.7,23.0,1248
1171,Maruti,2015,360000,34000,Petrol,First Owner,5,67.04,20.51,998
1172,Hyundai,2014,755000,29340,Diesel,First Owner,5,126.32,22.32,1582
1173,Ford,2011,215000,120000,Diesel,First Owner,5,68.0,20.0,1399
1174,Hyundai,2007,190000,70000,Petrol,Second Owner,5,68.05,19.81,1086
1175,Maruti,2014,438999,81000,Diesel,First Owner,5,74.0,23.4,1248
1176,Renault,2015,550000,240000,Diesel,First Owner,7,108.5,19.98,1461
1177,Maruti,2013,375000,88200,Diesel,First Owner,5,73.94,23.2,1248
1178,Maruti,2016,270000,35000,Petrol,First Owner,5,47.3,22.74,796
1179,Tata,2011,220000,80000,Diesel,First Owner,5,69.0,23.03,1396
1180,Maruti,2019,600000,7500,Petrol,First Owner,5,81.8,21.21,1197
1181,Hyundai,2016,300000,40800,Petrol,First Owner,5,55.2,21.1,814
1182,Maruti,2016,550000,8588,Petrol,First Owner,5,81.8,22.0,1197
1183,Toyota,2018,670000,150000,Diesel,First Owner,5,67.05,23.59,1364
1184,Hyundai,2016,425000,50000,Petrol,First Owner,5,68.05,19.81,1086
1185,Mahindra,2018,750000,22000,Diesel,First Owner,5,65.0,21.03,1461
1186,Tata,2016,475000,50000,Diesel,First Owner,5,74.0,22.95,1248
1187,Maruti,2015,700000,120000,Diesel,Second Owner,7,88.76,20.77,1248
1188,Maruti,2012,240000,90000,Diesel,Second Owner,5,73.94,23.2,1248
1189,Maruti,2015,400000,30000,Petrol,First Owner,5,67.04,23.1,998
1190,Hyundai,2014,545000,80000,Diesel,Second Owner,5,126.32,22.32,1582
1191,Hyundai,2016,725000,100000,Diesel,First Owner,5,88.7,21.38,1396
1192,Maruti,2011,204999,85000,Diesel,Second Owner,5,73.9,21.1,1248
1193,Maruti,2012,204000,110000,Petrol,Third Owner,5,67.1,20.92,998
1194,Hyundai,2018,350000,25000,Petrol,First Owner,5,68.05,20.3,998
1195,Volkswagen,2013,350000,100000,Diesel,First Owner,5,103.6,20.54,1598
1196,Ford,2012,175000,120000,Diesel,Second Owner,5,68.0,20.0,1399
1197,Volkswagen,2011,340000,90000,Diesel,First Owner,5,103.6,20.54,1598
1198,Maruti,2013,360000,97000,Diesel,First Owner,5,74.0,22.9,1248
1199,Maruti,2007,100000,60000,Petrol,Third Owner,5,46.3,19.7,796
1200,Maruti,2014,450000,70000,Diesel,First Owner,5,74.0,23.4,1248
1201,Maruti,2011,215000,40000,Petrol,First Owner,5,85.8,21.1,1197
1202,Volkswagen,2015,416000,80000,Diesel,First Owner,5,88.8,20.14,1498
1203,Maruti,2010,145000,70000,Petrol,Second Owner,5,67.1,20.92,998
1204,Maruti,2016,340000,30000,Petrol,Second Owner,5,67.04,20.51,998
1205,Maruti,2015,300000,50000,Petrol,First Owner,5,47.3,22.74,796
1206,Tata,2010,170000,150000,Diesel,Third Owner,5,88.8,21.12,1248
1207,Maruti,2013,600000,60000,Diesel,Third Owner,7,88.8,20.77,1248
1208,Hyundai,2019,509999,5000,Petrol,First Owner,5,68.0,20.3,1086
1209,Hyundai,2015,280000,55000,Petrol,First Owner,5,78.9,20.36,1197
1210,Ford,2015,600000,40000,Diesel,First Owner,5,98.59,22.77,1498
1211,Volkswagen,2019,695000,36800,Diesel,First Owner,5,88.0,20.14,1498
1212,Maruti,2016,355000,60000,Petrol,First Owner,5,67.05,21.79,998
1213,Volkswagen,2018,650000,40000,Diesel,First Owner,5,88.0,20.14,1498
1214,Maruti,2011,300000,90000,Diesel,Second Owner,5,73.9,21.1,1248
1215,Renault,2012,225000,110000,Diesel,Second Owner,5,63.12,23.08,1461
1216,Hyundai,2014,700000,80000,Diesel,First Owner,5,126.32,22.32,1582
1217,Hyundai,2016,800000,80000,Diesel,First Owner,5,88.73,21.19,1396
1218,Toyota,2010,450000,120000,Diesel,Second Owner,5,87.2,21.43,1364
1219,Hyundai,2016,925000,79000,Diesel,First Owner,5,126.2,19.67,1582
1220,Maruti,2013,620000,139000,Diesel,First Owner,7,88.76,20.77,1248
1221,Renault,2019,786000,7720,Petrol,First Owner,7,71.0,20.0,999
1222,Maruti,2002,120000,60000,Diesel,Second Owner,5,58.0,20.8,1527
1223,Mahindra,2016,750000,100000,Diesel,First Owner,5,64.1,20.8,1461
1224,Maruti,2015,290000,30000,Petrol,Second Owner,5,67.04,23.1,998
1225,Hyundai,2019,500000,5000,Petrol,First Owner,5,68.0,20.3,1086
1226,Tata,2013,250000,50000,Diesel,First Owner,5,88.8,21.02,1248
1227,Tata,2013,220000,80000,Diesel,First Owner,5,69.0,23.03,1396
1228,Ford,2017,960000,42000,Diesel,First Owner,5,98.96,23.0,1498
1229,Maruti,2019,1025000,15000,Petrol,First Owner,5,103.25,20.28,1462
1230,Maruti,2017,700000,80000,Petrol,First Owner,5,81.8,22.0,1197
1231,Ford,2016,780000,60000,Diesel,First Owner,5,98.59,22.77,1498
1232,Hyundai,2017,1050000,70000,Diesel,First Owner,5,126.32,22.32,1582
1233,Tata,2016,400000,100000,Diesel,First Owner,5,74.0,22.95,1248
1234,Maruti,2009,85000,90000,Petrol,Second Owner,5,46.3,19.7,796
1235,Renault,2018,260000,50000,Petrol,First Owner,5,67.0,23.01,999
1236,Maruti,2011,155000,40000,Petrol,First Owner,5,46.3,19.7,796
1237,Maruti,2010,132000,105000,Petrol,First Owner,5,46.3,19.7,796
1238,Hyundai,2018,750000,30000,Diesel,First Owner,5,88.76,22.54,1396
1239,Hyundai,2011,240000,80000,Petrol,First Owner,5,78.9,20.36,1197
1240,Honda,2019,1100000,50000,Diesel,Second Owner,7,98.6,21.9,1498
1241,Maruti,2011,325000,70000,Diesel,First Owner,5,74.0,22.9,1248
1242,Renault,2017,800000,50000,Diesel,First Owner,8,83.8,21.04,1461
1243,Ford,2018,950000,80000,Diesel,First Owner,5,98.96,23.0,1498
1244,Maruti,2013,300000,120000,Diesel,Fourth & Above Owner,5,74.0,22.9,1248
1245,Hyundai,2013,200000,68697,Petrol,Third Owner,5,55.2,21.1,814
1246,Maruti,2014,425000,70000,Diesel,First Owner,5,73.94,23.2,1248
1247,Toyota,2015,790000,126000,Diesel,Third Owner,5,87.2,21.43,1364
1248,Toyota,2015,780000,129000,Diesel,Third Owner,5,87.2,21.43,1364
1249,Hyundai,2010,180000,55000,Petrol,Second Owner,5,68.05,19.81,1086
1250,Ford,2019,869999,40000,Diesel,First Owner,5,98.96,23.0,1498
1251,Tata,2011,275000,50000,Diesel,First Owner,5,88.8,21.12,1248
1252,Maruti,2016,315000,25000,Petrol,First Owner,5,47.3,22.74,796
1253,Tata,2011,189000,70000,Diesel,Second Owner,5,70.0,23.57,1396
1254,Maruti,2014,580000,120000,Diesel,First Owner,5,74.0,23.4,1248
1255,Hyundai,2017,680000,80000,Diesel,First Owner,5,88.73,22.54,1396
1256,Hyundai,2017,670000,80000,Diesel,First Owner,5,88.73,22.54,1396
1257,Maruti,2010,240000,80000,Petrol,Second Owner,5,67.1,20.92,998
1258,Tata,2016,220000,22000,Petrol,First Owner,4,37.48,21.9,624
1259,Chevrolet,2013,225000,100000,Diesel,Second Owner,5,76.9,22.1,1248
1260,Maruti,2014,600000,70000,Diesel,Second Owner,5,74.0,23.4,1248
1261,Maruti,2019,500000,10000,Petrol,First Owner,5,81.8,20.89,1197
1262,Ford,2019,950000,16034,Diesel,First Owner,5,98.96,21.7,1498
1263,Ford,2012,250000,156040,Diesel,First Owner,5,68.0,20.0,1399
1264,Maruti,2017,509999,46000,Petrol,First Owner,5,81.8,22.0,1197
1265,Maruti,2018,469000,5000,Petrol,First Owner,5,67.05,21.79,998
1266,Ford,2019,906000,30000,Diesel,First Owner,5,98.96,23.0,1498
1267,Ford,2011,160000,85000,Diesel,First Owner,5,68.0,20.0,1399
1268,Maruti,2012,325000,80000,Diesel,Second Owner,5,74.0,22.9,1248
1269,Maruti,2008,150000,70000,Petrol,Second Owner,5,46.3,19.7,796
1270,Hyundai,2014,250000,2350,Petrol,First Owner,5,55.2,21.1,814
1271,Maruti,2011,175000,50000,Petrol,First Owner,5,46.3,19.7,796
1272,Maruti,2010,175000,58000,Petrol,First Owner,5,46.3,19.7,796
1273,Maruti,2012,160000,110000,Petrol,First Owner,5,46.3,19.7,796
1274,Maruti,2010,160000,60000,Petrol,Third Owner,5,46.3,19.7,796
1275,Hyundai,2012,400000,100000,Diesel,First Owner,5,88.76,21.27,1396
1276,Toyota,2013,451000,120000,Diesel,First Owner,5,67.06,23.59,1364
1277,Tata,2012,300000,70000,Diesel,Third Owner,5,88.8,21.12,1248
1278,Maruti,2017,421000,59500,Petrol,Second Owner,5,67.04,23.1,998
1279,Hyundai,2011,395000,75500,Diesel,Second Owner,5,90.0,23.0,1396
1280,Maruti,2013,270000,60000,Petrol,First Owner,5,47.3,22.74,796
1281,Ford,2017,875000,77524,Diesel,First Owner,5,89.84,22.7,1498
1282,Maruti,2018,800000,25000,Petrol,First Owner,5,83.1,21.4,1197
1283,Maruti,2017,530000,42000,Petrol,First Owner,5,83.1,21.4,1197
1284,Maruti,2015,450000,80000,Petrol,First Owner,5,83.14,20.85,1197
1285,Maruti,2011,235000,60000,Petrol,First Owner,5,67.1,20.92,998
1286,Maruti,2013,550000,240000,Diesel,First Owner,5,74.0,23.4,1248
1287,Volkswagen,2015,515000,120000,Diesel,Second Owner,5,103.2,20.34,1498
1288,Hyundai,2009,160000,35000,Petrol,Third Owner,5,68.05,19.81,1086
1289,Maruti,2007,110000,120000,Petrol,Second Owner,5,46.3,19.7,796
1290,Maruti,2007,128000,60000,Petrol,Second Owner,5,46.3,19.7,796
1291,Maruti,2007,150000,80000,Petrol,Third Owner,5,46.3,19.7,796
1292,Maruti,2018,750000,15000,Petrol,First Owner,5,100.5,21.1,998
1293,Maruti,2017,370000,40000,Petrol,First Owner,5,81.8,20.89,1197
1294,Maruti,2019,600000,20000,Petrol,First Owner,5,83.1,21.4,1197
1295,Maruti,2013,600000,50000,Diesel,Second Owner,7,88.8,20.77,1248
1296,Maruti,2010,225000,64000,Diesel,Third Owner,5,73.9,21.1,1248
1297,Maruti,2018,465000,30000,Petrol,First Owner,5,67.04,20.51,998
1298,Renault,2015,415000,120000,Diesel,Second Owner,7,83.8,21.04,1461
1299,Maruti,2018,459999,12000,Petrol,First Owner,5,81.8,20.4,1197
1300,Maruti,2018,640000,25000,Petrol,First Owner,5,81.8,22.0,1197
1301,Maruti,2017,350000,50000,Petrol,First Owner,5,67.0,20.51,998
1302,Maruti,2018,445000,5000,Petrol,Second Owner,5,67.0,20.51,998
1303,Maruti,2015,580000,15000,Diesel,Second Owner,7,88.76,20.77,1248
1304,Hyundai,2020,1050000,20000,Diesel,First Owner,5,88.7,22.1,1396
1305,Ford,2015,600000,50000,Diesel,First Owner,5,98.59,22.77,1498
1306,Maruti,2017,483000,15000,Petrol,First Owner,5,67.04,23.1,998
1307,Maruti,2020,600000,5000,Petrol,First Owner,5,81.8,20.89,1197
1308,Maruti,2012,220000,270000,CNG,First Owner,5,61.7,21.94,1196
1309,Hyundai,2018,340000,120000,Petrol,First Owner,5,68.05,20.3,998
1310,Maruti,2011,200000,100000,Petrol,Second Owner,5,85.8,21.1,1197
1311,Hyundai,2012,432000,77000,Diesel,First Owner,5,126.32,22.32,1582
1312,Hyundai,2011,250000,120000,Diesel,Third Owner,5,90.0,23.0,1396
1313,Maruti,2017,475000,40000,Petrol,First Owner,5,67.04,20.51,998
1314,Maruti,2015,400000,20000,Petrol,First Owner,5,67.0,20.51,998
1315,Maruti,2015,350000,40000,Petrol,Second Owner,5,67.04,20.51,998
1316,Tata,2018,550000,10000,Petrol,First Owner,5,84.0,20.3,1199
1317,Maruti,2013,430000,63000,Diesel,First Owner,5,74.0,23.4,1248
1318,Maruti,2011,220000,35000,Petrol,First Owner,5,46.3,19.7,796
1319,Ford,2010,200000,110000,Diesel,Second Owner,5,68.0,20.0,1399
1320,Hyundai,2017,1150000,27000,Diesel,Second Owner,5,126.2,19.67,1582
1321,Maruti,2017,400000,60000,CNG,First Owner,5,61.7,21.94,1196
1322,Ford,2016,725000,30000,Diesel,First Owner,5,98.96,21.7,1498
1323,Hyundai,2014,736000,125000,Diesel,First Owner,5,126.32,22.32,1582
1324,Maruti,2010,180000,80500,Petrol,Second Owner,5,46.3,19.7,796
1325,Toyota,2014,409999,200000,Diesel,First Owner,5,67.04,23.59,1364
1326,Maruti,2006,80000,110000,Diesel,Second Owner,5,58.0,20.8,1527
1327,Maruti,2005,110000,90000,Petrol,Second Owner,5,46.3,19.7,796
1328,Volkswagen,2018,560000,18000,Diesel,First Owner,5,108.62,21.66,1498
1329,Maruti,2016,480000,65755,Petrol,First Owner,5,83.1,21.4,1197
1330,Ford,2019,960000,2600,Diesel,First Owner,5,98.96,23.0,1498
1331,Hyundai,2017,310000,15000,Petrol,Second Owner,5,55.2,21.1,814
1332,Maruti,2014,500000,60000,Diesel,First Owner,5,74.0,23.4,1248
1333,Renault,2017,850000,50000,Diesel,First Owner,5,108.45,19.6,1461
1334,Hyundai,2019,1200000,20000,Diesel,First Owner,5,126.2,22.0,1582
1335,Volkswagen,2013,365000,70000,Diesel,Second Owner,5,73.9,22.07,1199
1336,Renault,2017,880000,50000,Diesel,First Owner,5,108.45,19.6,1461
1337,Renault,2018,320000,20000,Petrol,First Owner,5,67.0,23.01,999
1338,Renault,2015,550000,60000,Diesel,First Owner,5,83.8,20.45,1461
1339,Maruti,2015,300000,110000,Petrol,First Owner,5,67.04,20.51,998
1340,Hyundai,2016,580000,152000,Diesel,First Owner,5,88.73,21.19,1396
1341,Maruti,2014,300000,90000,CNG,First Owner,5,63.0,21.94,1196
1342,Maruti,2017,390000,30000,CNG,First Owner,5,63.0,21.94,1196
1343,Maruti,2012,300000,110000,Diesel,Third Owner,5,74.0,22.9,1248
1344,Volkswagen,2012,300000,150000,Diesel,Second Owner,5,103.6,20.54,1598
1345,Hyundai,2012,350000,110000,Diesel,First Owner,5,90.0,23.0,1396
1346,Hyundai,2015,880000,120000,Diesel,Second Owner,5,126.2,19.67,1582
1347,Hyundai,2016,660000,110000,Diesel,First Owner,5,88.73,21.19,1396
1348,Volkswagen,2012,400000,110000,Diesel,Second Owner,5,103.6,19.7,1598
1349,Ford,2013,229999,230000,Diesel,First Owner,5,68.1,20.0,1399
1350,Maruti,2018,380000,19000,Petrol,First Owner,5,67.04,20.51,998
1351,Maruti,2019,579000,10000,Petrol,First Owner,5,83.1,21.4,1197
1352,Hyundai,2012,270000,30000,Petrol,First Owner,5,78.9,20.36,1197
1353,Hyundai,2010,187000,200400,Petrol,Second Owner,5,68.05,19.81,1086
1354,Hyundai,2008,195000,110000,Petrol,Second Owner,5,78.9,20.36,1197
1355,Hyundai,2018,500000,25000,Petrol,First Owner,5,68.0,20.3,1086
1356,Maruti,2016,385000,26000,Petrol,Second Owner,5,67.04,20.51,998
1357,Maruti,2008,120000,70000,Petrol,Third Owner,5,46.3,19.7,796
1358,Maruti,2016,700000,20000,Petrol,First Owner,5,91.1,20.73,1373
1359,Tata,2013,290000,25000,Diesel,First Owner,5,70.0,23.57,1396
1360,Tata,2019,450000,25000,Petrol,First Owner,5,84.0,20.3,1199
1361,Maruti,2020,650000,7300,Petrol,First Owner,5,81.8,21.01,1197
1362,Maruti,2010,150000,100000,Petrol,First Owner,5,46.3,19.7,796
1363,Hyundai,2013,425000,80000,Diesel,Second Owner,5,126.32,22.32,1582
1364,Hyundai,2010,260000,60000,Petrol,First Owner,5,78.9,20.36,1197
1365,Volkswagen,2014,400000,110000,Diesel,Second Owner,5,88.8,20.14,1498
1366,Hyundai,2017,575000,70000,Diesel,Second Owner,5,88.73,22.54,1396
1367,Maruti,2010,250000,90000,CNG,Second Owner,5,103.3,21.4,1586
1368,Volkswagen,2012,400000,95000,Diesel,First Owner,5,103.6,19.7,1598
1369,Volkswagen,2013,350000,70000,Diesel,Second Owner,5,88.5,20.14,1498
1370,Maruti,2014,300000,35000,Petrol,First Owner,5,81.8,20.52,1197
1371,Hyundai,2013,300000,40000,Petrol,First Owner,5,78.9,20.36,1197
1372,Hyundai,2014,250000,25000,Petrol,First Owner,5,55.2,21.1,814
1373,Maruti,2008,95000,70000,Petrol,First Owner,5,46.3,19.7,796
1374,Hyundai,2018,475000,7800,Petrol,First Owner,5,68.0,20.3,1086
1375,Maruti,2016,482000,50000,Petrol,First Owner,5,81.8,20.4,1197
1376,Ford,2017,625000,40000,Diesel,Fourth & Above Owner,5,98.59,22.77,1498
1377,Renault,2019,420000,15000,Petrol,First Owner,5,67.0,23.01,999
1378,Hyundai,2016,420000,9750,Petrol,Second Owner,5,68.05,19.81,1086
1379,Hyundai,2008,185000,110000,Petrol,Fourth & Above Owner,5,68.05,19.81,1086
1380,Maruti,2015,210000,50000,Petrol,Second Owner,5,47.3,22.74,796
1381,Maruti,2012,350000,120000,Diesel,Second Owner,5,88.8,21.5,1248
1382,Hyundai,2011,350000,93000,Diesel,Second Owner,5,90.0,21.9,1396
1383,Hyundai,2012,290000,27000,Petrol,First Owner,5,78.9,20.36,1197
1384,Maruti,2011,225000,30000,Petrol,First Owner,5,67.1,20.92,998
1385,Maruti,2014,300000,80000,Petrol,First Owner,5,67.04,23.1,998
1386,Hyundai,2014,600000,125000,Diesel,First Owner,5,126.32,22.32,1582
1387,Maruti,2013,600000,120000,Diesel,Third Owner,7,88.8,20.77,1248
1388,Hyundai,2016,735000,25000,Diesel,First Owner,5,88.73,22.54,1396
1389,Renault,2015,600000,125000,Diesel,First Owner,8,83.8,21.04,1461
1390,Hyundai,2016,720000,80000,Diesel,First Owner,5,88.73,21.19,1396
1391,Hyundai,2014,545000,100000,Diesel,Second Owner,5,126.32,22.32,1582
1392,Volkswagen,2011,370000,100000,Diesel,Second Owner,5,103.6,20.54,1598
1393,Maruti,2019,711000,5000,Petrol,First Owner,5,83.1,21.4,1197
1394,Maruti,2020,749000,5500,Petrol,First Owner,5,81.8,21.01,1197
1395,Renault,2016,550000,80000,Diesel,Second Owner,5,108.45,19.64,1461
1396,Hyundai,2014,575000,120000,Diesel,Third Owner,5,126.32,22.32,1582
1397,Tata,2017,600000,40000,Petrol,Second Owner,5,84.0,20.3,1199
1398,Ford,2012,390000,120000,Diesel,First Owner,5,88.7,23.5,1498
1399,Hyundai,2010,340000,110000,Diesel,First Owner,5,90.0,23.0,1396
1400,Maruti,2014,530000,80000,Diesel,Second Owner,5,74.0,23.4,1248
1401,Maruti,2014,415000,46000,Petrol,First Owner,5,67.04,21.63,998
1402,Renault,2017,375000,20000,Petrol,First Owner,5,67.0,22.0,999
1403,Hyundai,2013,291000,37000,Petrol,First Owner,5,78.9,20.36,1197
